chan2,chan3,chan7,chan11,label
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_24.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_24.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_24.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_24.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_25.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_25.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_25.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_25.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_26.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_26.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_26.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_26.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_27.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_27.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_27.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_27.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_28.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_28.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_28.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_28.png,platelet
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_29.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_29.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_29.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_29.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_3.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_3.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_3.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_3.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_30.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_30.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_30.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_30.png,platelet
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_31.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_31.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_31.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_31.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_32.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_32.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_32.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_32.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_33.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_33.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_33.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_33.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_34.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_34.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_34.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_34.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_35.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_35.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_35.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_35.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_36.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_36.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_36.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_36.png,platelet
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_37.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_37.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_37.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_37.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_38.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_38.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_38.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_38.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_39.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_39.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_39.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_39.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_4.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_4.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_4.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_4.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_40.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_40.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_40.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_40.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_41.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_41.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_41.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_41.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_42.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_42.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_42.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_42.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_43.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_43.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_43.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_43.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_44.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_44.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_44.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_44.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_45.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_45.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_45.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_45.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_46.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_46.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_46.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_46.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_47.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_47.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_47.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_47.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_48.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_48.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_48.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_48.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_49.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_49.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_49.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_49.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_5.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_5.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_5.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_5.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_50.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_50.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_50.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_50.png,platelet
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_51.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_51.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_51.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_51.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_52.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_52.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_52.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_52.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_53.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_53.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_53.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_53.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_54.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_54.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_54.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_54.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_55.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_55.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_55.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_55.png,platelet
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_56.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_56.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_56.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_56.png,platelet
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_57.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_57.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_57.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_57.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_58.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_58.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_58.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_58.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_59.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_59.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_59.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_59.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_6.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_6.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_6.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_6.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_60.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_60.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_60.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_60.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_61.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_61.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_61.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_61.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_62.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_62.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_62.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_62.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_63.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_63.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_63.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_63.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_64.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_64.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_64.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_64.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_65.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_65.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_65.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_65.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_66.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_66.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_66.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_66.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_67.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_67.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_67.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_67.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_68.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_68.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_68.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_68.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_69.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_69.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_69.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_69.png,platelet
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_7.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_7.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_7.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_7.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_70.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_70.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_70.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_70.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_71.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_71.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_71.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_71.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_72.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_72.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_72.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_72.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_73.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_73.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_73.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_73.png,wbc platelet
../prepare_data_source/revised_clusters/multi/chan2_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_74.png,../prepare_data_source/revised_clusters/multi/chan3_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_74.png,../prepare_data_source/revised_clusters/multi/chan7_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_74.png,../prepare_data_source/revised_clusters/multi/chan11_1123p_92a_11232020_6_daf_no comp_RBC_multiple_CD61+_74.png,wbc platelet
